Est_Income,Age,LongDistance,bigger,buy,pay,phone,Sex_F,Status_M,Children_2,RatePlan_2,RatePlan_4,ID
8204.72,52.973333,15.59,0.0,0.0,0.0,0.19564249348296106,1,1,1,0,0,86
97180.4,50.6,8.21,0.0,0.0,0.0,0.0,0,1,0,0,1,87
80405.1,60.226667000000006,2.91,0.0,0.0,0.0,0.19564249348296106,1,1,0,0,1,88
38280.0,33.74,11.64,0.0,0.0,0.0,0.26442175148139674,1,0,1,0,1,89
64136.6,61.106667,16.21,0.0,0.0,0.0,0.0,0,0,0,1,0,90
45429.7,61.713333,24.7,0.0,0.0,0.0,0.0,1,1,1,1,0,92
25285.5,53.986667000000004,9.37,0.0,0.0,0.0,0.0,1,0,0,0,0,94
77551.1,33.6,20.53,0.0,0.0,0.0,0.24688384553650794,1,1,1,1,0,95
38538.4,12.326667,22.86,0.0,0.0,0.0,0.0,1,1,0,0,0,96
69350.5,57.42,1.9,0.0,0.0,0.0,0.24688384553650794,1,0,0,0,1,97
43634.5,21.78,29.44,0.0,0.0,0.0,0.0,0,0,1,0,0,104
13109.1,62.606667,22.38,0.0,0.0,0.0,0.18048910297192983,1,0,0,0,0,108
92647.5,56.04666700000001,16.04,0.0,0.0,0.0,0.0,0,0,0,0,1,109
21021.6,62.753333,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,110
74460.7,55.34,25.53,0.0,0.0,0.0,0.0,0,0,0,1,0,111
28787.4,41.666667,27.97,0.0,0.0,0.0,0.0,1,0,1,1,0,114
13091.6,59.126667000000005,22.79,0.0,0.0,0.0,0.2432266894145507,0,1,0,1,0,117
62061.8,45.92,29.86,0.0,0.0,0.0,0.18048910297192983,1,1,1,1,0,120
20550.9,22.12,27.72,0.0,0.0,0.0,0.18048910297192983,1,1,0,0,0,121
1765.41,18.766667,3.04,0.0,0.0,0.0,0.18048910297192983,0,1,1,0,1,124
19131.1,56.18666700000001,22.15,0.0,0.0,0.0,0.0,1,0,1,1,0,127
83073.7,39.553333,0.0,0.0,0.0,0.5426108320826786,0.1101205885703106,1,0,1,0,1,130
42750.3,50.493333,20.59,0.0,0.0,0.0,0.0,0,1,1,0,0,133
2842.55,45.92,0.0,0.0,0.0,0.0,0.12522730431347315,1,0,1,1,0,135
22358.1,52.626667000000005,15.54,0.0,0.0,0.0,0.0,0,1,1,0,0,136
47870.8,27.26,2.0,0.0,0.0,0.0,0.0,0,1,0,1,0,138
6440.46,52.646667,22.66,0.0,0.36768478134615734,0.0,0.0,1,0,1,0,0,139
7325.5,36.92,28.52,0.0,0.0,0.0,0.18048910297192983,1,0,0,1,0,140
28766.9,46.84,6.11,0.0,0.0,0.0,0.0,0,1,1,0,0,142
91272.2,25.033333,26.99,0.0,0.0,0.0,0.20005282259332405,0,1,1,0,0,148
65000.0,45.653333,11.63,0.0,0.0,0.0,0.0,0,0,0,0,1,154
1406.05,19.306667,11.55,0.0,0.0,0.0,0.0,0,1,1,0,0,158
73228.3,62.0,22.47,0.0,0.36768478134615734,0.0,0.0,1,0,0,0,1,160
76231.9,63.806667000000004,2.01,0.0,0.0,0.21716503158448977,0.0,1,0,1,1,0,161
64792.3,52.146667,13.05,0.0,0.0,0.0,0.18048910297192983,0,1,0,0,0,166
93322.1,40.313333,29.92,0.0,0.0,0.0,0.0,1,0,0,0,0,169
63437.3,63.653332999999996,0.68,0.0,0.0,0.0,0.0,0,1,0,0,1,174
49910.7,51.52,27.42,0.0,0.0,0.0,0.0,0,1,1,0,0,178
76161.4,44.573333,11.96,0.0,0.0,0.0,0.0,0,1,0,0,1,180
55860.0,14.573332999999998,16.01,0.0,0.0,0.0,0.0,1,1,1,0,0,181
12686.0,64.8,23.23,0.0,0.0,0.0,0.0,1,0,0,1,0,182
57360.8,53.253333,10.36,0.0,0.0,0.0,0.0,0,1,1,0,0,190
92414.7,45.513333,29.43,0.0,0.0,0.0,0.0,0,1,0,0,1,191
60102.7,42.14,9.84,0.0,0.36768478134615734,0.0,0.0,0,1,0,0,0,192
17888.7,55.0,29.41,0.0,0.36768478134615734,0.0,0.0,1,1,1,0,0,194
12526.3,53.553332999999995,11.72,0.0,0.0,0.0,0.0,1,0,0,1,0,195
14578.8,60.933333,11.91,0.0,0.0,0.0,0.0,1,0,1,0,0,198
78572.2,42.346667,21.81,0.0,0.36768478134615734,0.0,0.0,0,1,0,0,1,201
48238.8,34.706666999999996,23.28,0.0,0.0,0.0,0.0,1,1,1,0,1,203
28770.9,12.34,27.99,0.0,0.0,0.0,0.19564249348296106,1,1,0,0,1,205
87578.2,53.36666700000001,0.29,0.0,0.0,0.0,0.2149939307825916,1,1,1,0,0,206
86695.4,13.906667,25.94,0.0,0.0,0.0,0.2432266894145507,1,1,1,1,0,207
76791.2,61.0,20.71,0.0,0.36768478134615734,0.0,0.0,1,0,1,0,1,209
30763.8,14.193332999999999,21.32,0.0,0.0,0.0,0.0,1,0,0,0,1,213
3193.6,54.04666700000001,4.19,0.0,0.0,0.0,0.24621071039156417,1,1,1,0,0,214
69680.9,15.846667000000002,7.67,0.0,0.0,0.0,0.2432266894145507,0,1,0,1,0,215
83287.0,45.486667,29.64,0.0,0.0,0.0,0.0,1,1,0,0,0,218
2056.06,18.94,24.07,0.0,0.0,0.2102275952188401,0.0853296143402173,0,0,0,1,0,219
7776.6,35.706666999999996,25.87,0.0,0.0,0.0,0.0,1,1,1,0,1,220
2067.82,47.853333,15.25,0.0,0.0,0.0,0.2432266894145507,0,1,0,0,1,221
66666.0,52.0,4.58,0.0,0.0,0.0,0.0,0,0,0,0,0,222
69343.3,42.166667,6.36,0.0,0.0,0.0,0.0,1,1,1,1,0,224
77000.0,55.0,0.57,0.0,0.0,0.0,0.0,1,1,0,0,1,225
14932.5,52.0,4.91,0.0,0.36768478134615734,0.0,0.0,1,1,0,0,0,228
27498.1,42.0,2.2,0.0,0.36768478134615734,0.0,0.0,1,0,0,0,1,229
21419.9,59.833332999999996,26.39,0.0,0.0,0.0,0.0,1,1,1,0,0,231
30665.2,22.88,5.83,0.0,0.0,0.0,0.16481853954886122,1,1,1,0,0,232
66000.0,63.353333,6.08,0.0,0.0,0.0,0.0,1,1,0,1,0,233
50561.3,52.0,16.6,0.0,0.36768478134615734,0.0,0.0,1,1,1,1,0,234
23464.0,70.0,22.43,0.0,0.36768478134615734,0.0,0.0,1,0,1,0,0,236
194.57,42.0,28.26,0.0,0.36768478134615734,0.0,0.0,1,1,1,0,1,237
98680.4,55.0,17.58,0.0,0.36768478134615734,0.0,0.0,1,1,0,0,1,238
65619.7,46.0,13.56,0.0,0.36768478134615734,0.0,0.0,0,1,0,0,0,239
95620.3,52.0,10.91,0.0,0.36768478134615734,0.0,0.0,1,1,0,1,0,240
85275.0,47.0,22.48,0.0,0.36768478134615734,0.0,0.0,1,0,0,1,0,241
66921.4,43.0,15.7,0.0,0.36768478134615734,0.0,0.0,1,1,0,0,0,242
98453.6,46.0,13.72,0.0,0.36768478134615734,0.0,0.0,1,1,0,0,0,243
94026.8,27.746667,25.0,0.0,0.0,0.0,0.4296015320358536,1,1,1,0,0,244
57420.0,61.0,25.18,0.0,0.36768478134615734,0.0,0.0,1,0,1,1,0,246
77000.0,44.0,3.93,0.0,0.0,0.0,0.0,0,1,0,0,1,247
47639.1,48.0,17.48,0.0,0.36768478134615734,0.0,0.0,0,1,1,0,1,249
63234.5,52.36,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,250
18296.4,42.626667,0.08,0.0,0.0,0.0,0.0,1,1,1,0,0,254
39461.0,22.226667000000003,22.87,0.39491238982641697,0.0,0.0,0.0,1,0,0,0,1,255
68000.0,60.0,22.82,0.0,0.0,0.0,0.0,1,0,0,0,0,257
52957.0,39.746666999999995,25.79,0.0,0.0,0.0,0.0,1,1,1,1,0,260
86747.1,64.85333299999999,20.15,0.0,0.0,0.0,0.0,1,0,1,0,0,261
87404.6,63.18666700000001,21.63,0.0,0.0,0.0,0.0,1,1,0,0,0,263
20919.0,27.886667,6.26,0.0,0.0,0.0,0.0,0,0,1,1,0,264
85394.0,20.16,19.28,0.0,0.0,0.0,0.12170738688951457,1,1,1,0,1,265
2121.36,39.786667,2.02,0.0,0.0,0.0,0.0,1,0,0,0,0,266
63566.1,56.3,7.94,0.0,0.0,0.0,0.0,1,1,1,1,0,267
89813.6,12.846667,14.94,0.0,0.0,0.21898973618587253,0.1777721874595444,1,0,0,0,1,270
25738.4,50.08,19.88,0.0,0.0,0.0,0.18048910297192983,1,1,1,0,0,271
82644.2,33.493333,21.97,0.0,0.0,0.0,0.0,1,1,1,0,1,272
27783.6,14.04,4.97,0.0,0.0,0.0,0.4121164569033368,1,0,0,0,0,273
60485.5,41.666667,11.7,0.0,0.0,0.0,0.10315557385152742,1,1,1,0,0,276
809.43,31.913333,0.0,0.0,0.0,0.0,0.11702105632117533,1,1,1,0,0,279
76529.8,58.28,18.46,0.0,0.0,0.0,0.0,0,0,0,0,0,280
34577.7,63.253333,29.18,0.0,0.0,0.0,0.0,1,1,1,1,0,281
80000.0,48.0,27.56,0.0,0.0,0.0,0.0,1,1,0,0,0,283
19008.4,52.166667,10.54,0.0,0.0,0.0,0.0,1,0,1,0,1,284
98056.3,55.966667,23.7,0.0,0.0,0.0,0.3113741261896247,1,1,0,0,0,285
73400.0,64.226667,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,286
78894.2,28.0,2.0,0.0,0.0,0.0,0.0,0,1,0,1,0,288
16432.1,20.92,20.41,0.0,0.0,0.0,0.0,0,0,0,0,0,289
62797.9,54.446667000000005,8.32,0.0,0.0,0.0,0.19907572970987358,0,1,0,0,0,290
71329.9,42.233333,14.27,0.0,0.0,0.0,0.2250180046238303,0,0,0,0,0,291
20913.6,53.013332999999996,22.99,0.0,0.0,0.0,0.19907572970987358,1,0,0,0,1,295
540.4,39.213333,12.34,0.0,0.0,0.0,0.0,1,0,0,0,1,298
67339.8,17.006667,27.83,0.0,0.0,0.0,0.0,0,1,1,1,0,302
75799.9,46.38,22.24,0.0,0.0,0.0,0.0,0,1,0,0,0,304
15688.5,53.06,14.39,0.0,0.0,0.0,0.0,1,0,1,0,1,305
43382.3,16.073332999999998,29.67,0.0,0.0,0.0,0.0,1,0,0,1,0,306
5185.31,62.053332999999995,16.39,0.0,0.0,0.0,0.0,1,0,0,1,0,308
41000.0,16.06,26.01,0.0,0.0,0.0,0.19907572970987358,1,0,0,0,1,309
32098.0,22.433332999999998,22.96,0.0,0.0,0.0,0.19907572970987358,1,0,0,1,0,310
80087.7,41.92,8.74,0.0,0.0,0.0,0.17829509464292087,1,1,1,0,1,312
59691.3,38.04,21.94,0.0,0.0,0.0,0.0,1,1,1,1,0,313
11251.1,61.0,28.42,0.0,0.36768478134615734,0.0,0.0,1,0,1,1,0,315
70908.7,49.62,7.7,0.0,0.0,0.0,0.1301264456972417,0,1,0,0,1,317
94928.3,40.18,14.42,0.0,0.0,0.0,0.1301264456972417,0,0,0,0,1,318
50622.3,40.46,20.45,0.0,0.0,0.0,0.1301264456972417,1,1,1,1,0,320
78000.0,52.266667,16.2,0.0,0.0,0.0,0.0,0,1,0,0,0,322
100020.0,52.266667,29.55,0.0,0.0,0.0,0.0,0,1,0,0,1,326
56722.8,60.593332999999994,17.37,0.0,0.0,0.0,0.26442175148139674,1,1,0,1,0,329
80000.0,53.213333,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,331
3416.62,22.76,18.97,0.0,0.0,0.0,0.0,1,0,1,0,1,332
73400.0,55.63333299999999,0.17,0.0,0.0,0.0,0.0,1,1,0,1,0,333
120000.0,53.213333,15.27,0.0,0.0,0.0,0.0,0,1,0,0,1,334
8032.16,45.666667,29.68,0.0,0.0,0.0,0.2990386809140876,1,1,1,1,0,335
93454.3,48.533333,18.94,0.0,0.0,0.0,0.0,1,0,0,0,1,336
5745.0,15.38,26.4,0.0,0.0,0.0,0.19644837246394234,0,1,0,0,0,337
83287.0,77.0,0.41,0.0,0.0,0.0,0.0,1,0,0,0,1,338
92564.1,49.133333,23.17,0.0,0.0,0.0,0.0,1,0,0,0,0,339
86448.2,38.133333,4.91,0.0,0.0,0.0,0.0,0,0,0,1,0,341
48322.5,49.333333,6.69,0.0,0.0,0.0,0.3113741261896247,1,1,1,0,0,343
81913.8,49.66,6.7,0.0,0.0,0.0,0.0,1,1,1,0,0,346
919.93,38.26,27.28,0.0,0.0,0.0,0.0,1,0,0,0,0,349
69486.8,30.946666999999998,7.72,0.0,0.0,0.0,0.0,1,1,1,0,0,350
24482.8,33.533333,0.0,0.0,0.0,0.2194491819652737,0.0890725789108719,1,1,1,0,1,351
14573.6,64.606667,26.61,0.0,0.0,0.0,0.3427632523903553,1,1,0,0,1,353
92103.8,52.153333,7.42,0.0,0.0,0.0,0.2102036076287305,1,1,1,0,0,354
8392.14,36.68,25.03,0.0,0.0,0.0,0.13101979171817282,1,0,1,0,0,355
17138.2,63.786667,20.01,0.0,0.0,0.0,0.0,1,0,0,0,0,356
47010.1,57.406667000000006,2.54,0.0,0.0,0.0,0.0,1,1,1,0,0,358
67239.4,44.433333000000005,12.89,0.0,0.0,0.0,0.1554108308478678,1,0,0,1,0,360
69406.7,30.0,6.9,0.0,0.0,0.0,0.1554108308478678,0,1,0,1,0,361
83259.3,50.88,0.0,0.0,0.0,0.0,0.2990386809140876,1,1,1,0,1,363
60095.2,23.313333,1.71,0.0,0.0,0.0,0.0,0,0,1,1,0,365
2185.6,52.513332999999996,7.12,0.0,0.0,0.0,0.1554108308478678,1,1,1,0,0,370
76511.3,62.08,21.68,0.0,0.0,0.0,0.1554108308478678,0,1,0,1,0,372
6946.07,23.0,25.77,0.0,0.0,0.0,0.0,1,1,0,1,0,374
11234.7,49.046667,0.69,0.0,0.0,0.0,0.0,1,1,1,0,0,375
36660.9,39.96,0.0,0.0,0.0,0.0,0.12828432339454332,1,1,1,0,0,377
68462.8,34.4,24.39,0.0,0.0,0.0,0.0,1,1,1,1,0,379
72841.3,47.02,10.36,0.0,0.0,0.0,0.0,1,1,1,0,0,382
63670.8,46.146667,27.39,0.0,0.0,0.0,0.0,1,1,1,1,0,383
83287.0,45.486667,29.73,0.0,0.0,0.0,0.0,0,0,0,1,0,384
66000.0,45.486667,20.44,0.0,0.0,0.0,0.0,1,0,0,0,0,385
12387.6,56.17333299999999,7.0,0.0,0.0,0.0,0.0,0,1,0,1,0,386
82931.3,64.64,19.24,0.0,0.0,0.0,0.0,1,1,0,1,0,388
57483.9,44.026666999999996,17.01,0.0,0.0,0.0,0.0,1,1,1,1,0,389
21274.0,45.526666999999996,10.87,0.0,0.0,0.0,0.0,1,0,1,1,0,391
28267.0,30.093333,21.87,0.0,0.0,0.0,0.0,1,1,1,1,0,392
36725.1,55.793333,8.65,0.0,0.0,0.0,0.0,1,1,1,1,0,394
94188.3,57.54666700000001,20.86,0.0,0.0,0.0,0.0,0,0,0,1,0,398
91861.0,41.98,15.32,0.0,0.0,0.0,0.0,1,1,1,0,0,401
12374.9,33.493333,17.49,0.0,0.0,0.0,0.2149939307825916,1,0,0,0,0,404
69133.9,26.833333000000003,8.58,0.0,0.0,0.0,0.0,1,1,1,1,0,405
84948.0,29.446666999999998,11.14,0.0,0.0,0.0,0.0,1,1,1,0,0,407
30998.8,40.96,2.4,0.0,0.0,0.0,0.0,1,1,1,1,0,408
15924.2,14.46,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,410
21416.5,35.653333,9.9,0.0,0.0,0.0,0.0,0,1,1,0,0,414
78554.2,16.7,5.59,0.0,0.0,0.0,0.0,0,1,1,0,0,418
3960.5,14.693332999999999,29.78,0.0,0.0,0.0,0.0,0,0,0,1,0,419
60101.1,63.766667000000005,27.7,0.0,0.0,0.0,0.0,0,1,0,0,1,421
38215.9,30.886667,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,422
13829.4,22.0,28.0,0.0,0.0,0.0,0.0,1,1,0,0,0,423
49745.3,47.966667,2.84,0.0,0.0,0.0,0.0,1,1,1,0,0,424
88427.0,13.86,22.46,0.0,0.0,0.0,0.0,1,1,1,0,0,426
98003.7,26.273333,1.03,0.0,0.0,0.0,0.0,1,1,1,0,0,427
89142.7,33.0,3.76,0.0,0.0,0.0,0.0,0,0,0,1,0,428
74530.8,63.086667000000006,20.89,0.0,0.0,0.0,0.0,1,0,0,1,0,429
35000.0,23.0,30.0,0.0,0.0,0.0,0.0,1,0,0,0,0,431
76289.2,48.206666999999996,22.2,0.0,0.0,0.0,0.0,1,1,1,1,0,436
66931.9,63.933333,11.72,0.0,0.0,0.0,0.0,0,1,0,0,1,438
9309.57,24.0,40.0,0.0,0.0,0.0,0.0,1,0,0,1,0,439
14085.5,23.0,26.0,0.0,0.0,0.0,0.0,1,1,0,0,0,440
32962.6,19.0,27.0,0.0,0.0,0.0,0.0,1,0,0,1,0,441
40000.0,20.0,26.0,0.0,0.0,0.0,0.0,1,0,0,1,0,442
33330.0,21.0,33.0,0.0,0.0,0.0,0.0,1,0,1,0,0,443
32098.0,22.0,33.0,0.0,0.0,0.0,0.0,1,0,0,0,0,444
30090.0,24.0,37.0,0.0,0.0,0.0,0.0,1,0,1,0,0,445
40120.0,24.0,28.45,0.0,0.0,0.0,0.0,1,0,0,0,1,446
90271.6,44.926667,13.96,0.0,0.0,0.0,0.0,1,1,1,0,1,450
64816.6,31.126666999999998,21.0,0.0,0.0,0.0,0.0,1,1,1,1,0,455
98217.1,44.98,29.49,0.0,0.0,0.0,0.0,1,1,1,0,0,456
2929.13,53.50666700000001,14.0,0.0,0.0,0.0,0.0,1,0,0,0,0,458
41876.6,44.093333,6.78,0.0,0.0,0.0,0.0,1,1,1,0,0,460
96223.4,64.76,11.81,0.0,0.0,0.0,0.0,0,1,0,0,0,461
15989.3,61.693332999999996,3.67,0.0,0.0,0.0,0.0,1,0,0,0,1,462
69168.4,62.426667,14.16,0.0,0.0,0.0,0.0,0,1,0,1,0,463
92148.5,33.0,3.0,0.0,0.0,0.0,0.0,0,1,0,1,0,464
96681.0,19.76,7.0,0.0,0.0,0.0,0.0,0,1,0,1,0,465
62705.9,32.0,8.0,0.0,0.0,0.0,0.0,0,0,0,1,0,466
80221.2,29.026667,9.0,0.0,0.0,0.0,0.0,0,0,0,1,0,467
84479.2,30.0,7.0,0.0,0.0,0.0,0.0,0,0,0,1,0,468
64977.4,38.193333,28.11,0.0,0.0,0.0,0.0,1,1,1,1,0,469
77994.0,50.553333,12.4,0.0,0.0,0.0,0.0,1,1,0,0,0,470
90103.7,34.946667,12.23,0.0,0.0,0.0,0.0,0,1,1,0,0,471
59008.4,30.18,12.86,0.0,0.0,0.0,0.0,1,1,0,0,0,472
5265.35,52.873332999999995,2.33,0.0,0.0,0.0,0.0,0,1,1,0,0,473
84978.1,21.64,5.03,0.0,0.0,0.0,0.0,0,0,0,0,0,474
36647.9,49.986667,21.41,0.0,0.0,0.0,0.0,1,1,1,0,0,475
64319.2,41.226667,3.01,0.0,0.0,0.0,0.0,1,0,0,0,0,476
73338.0,48.246666999999995,20.92,0.0,0.0,0.0,0.0,1,0,0,0,0,477
433.74,60.746667,3.3,0.0,0.0,0.0,0.0,1,0,0,0,0,478
16962.2,45.36,18.6,0.0,0.0,0.0,0.13143546882455076,1,1,1,1,0,479
10708.3,26.026667,20.83,0.0,0.0,0.0,0.0,0,1,1,0,0,481
2031.61,20.3,21.64,0.0,0.0,0.0,0.0,1,1,0,1,0,484
16938.5,55.0,13.35,0.0,0.36768478134615734,0.0,0.0,1,0,1,1,0,488
55221.0,42.0,0.49,0.0,0.36768478134615734,0.0,0.0,1,1,0,0,0,491
8073.11,43.0,28.7,0.0,0.36768478134615734,0.0,0.0,1,1,0,1,0,492
95448.6,53.68,24.24,0.0,0.0,0.0,0.2432266894145507,0,1,0,0,0,493
24141.5,17.006667,28.82,0.0,0.0,0.0,0.2432266894145507,0,0,0,0,1,494
63152.6,63.17333299999999,29.93,0.0,0.0,0.0,0.2432266894145507,0,0,1,0,0,495
72084.7,55.64,29.11,0.0,0.0,0.0,0.2432266894145507,0,0,1,0,0,497
42760.5,46.0,13.47,0.0,0.36768478134615734,0.0,0.0,1,0,0,0,0,498
49072.0,47.0,23.5,0.0,0.36768478134615734,0.0,0.0,1,0,0,1,0,499
27371.8,48.0,16.14,0.0,0.36768478134615734,0.0,0.0,1,1,0,0,1,500
71472.9,41.913333,16.02,0.0,0.0,0.0,0.0,0,1,0,0,0,504
95405.7,42.0,7.74,0.0,0.36768478134615734,0.0,0.0,1,1,0,0,1,505
95786.8,43.0,21.33,0.0,0.36768478134615734,0.0,0.0,1,0,0,0,1,506
90321.6,30.0,0.87,0.0,0.0,0.0,0.20005282259332405,0,0,0,1,0,508
90478.6,54.553332999999995,18.02,0.0,0.0,0.0,0.20005282259332405,0,0,0,1,0,509
56187.0,42.0,8.09,0.0,0.36768478134615734,0.0,0.0,1,1,1,1,0,510
37000.0,24.393333,23.56,0.0,0.0,0.0,0.0,1,0,0,1,0,513
29616.0,49.426667,29.78,0.0,0.0,0.0,0.2432266894145507,0,1,1,0,0,518
19732.8,50.673333,24.81,0.0,0.0,0.0,0.2432266894145507,0,1,0,1,0,520
96.33,56.473333,26.13,0.0,0.0,0.0,0.2432266894145507,0,0,1,0,1,523
52004.8,25.14,5.03,0.0,0.0,0.0,0.2432266894145507,1,1,1,0,0,526
53010.8,18.84,12.45,0.0,0.0,0.0,0.2432266894145507,0,1,1,0,0,529
75004.5,64.8,26.52,0.0,0.0,0.0,0.2432266894145507,0,1,0,1,0,530
19749.3,60.36666700000001,20.22,0.0,0.0,0.0,0.2432266894145507,0,1,0,0,0,533
57626.9,43.906667,9.38,0.0,0.0,0.0,0.2432266894145507,0,0,0,0,0,534
20078.0,32.846667,9.65,0.0,0.0,0.0,0.2432266894145507,0,1,1,0,1,535
47902.0,26.033333,17.44,0.0,0.0,0.0,0.0,1,1,1,0,1,536
7545.96,16.753332999999998,22.39,0.0,0.0,0.0,0.0,0,1,0,0,0,541
78851.3,48.373333,0.37,0.0,0.0,0.0,0.26442175148139674,1,0,0,0,1,547
17540.7,62.786667,22.17,0.0,0.0,0.0,0.26442175148139674,1,0,0,0,0,548
83891.9,61.02,28.92,0.0,0.0,0.0,0.26442175148139674,1,1,0,0,1,549
28220.8,38.766667,26.49,0.0,0.0,0.0,0.26442175148139674,1,1,1,0,1,550
28589.1,15.6,13.19,0.0,0.0,0.0,0.26442175148139674,1,0,0,0,1,552
5237.63,48.753333000000005,13.32,0.0,0.0,0.0,0.0,1,1,1,0,0,554
89459.9,53.28,11.54,0.0,0.0,0.0,0.0,0,0,1,0,0,557
13576.5,39.426667,14.83,0.0,0.0,0.0,0.0,1,0,0,0,1,560
81710.9,58.54,20.95,0.0,0.0,0.0,0.24688384553650794,1,0,0,0,1,561
67388.0,53.12,4.79,0.0,0.0,0.0,0.0,1,1,1,0,0,564
57063.0,52.333333,16.79,0.0,0.0,0.0,0.24688384553650794,1,1,0,0,1,565
84166.1,54.013332999999996,3.28,0.0,0.0,0.0,0.0,1,1,1,0,0,566
7737.94,42.666667,11.05,0.0,0.0,0.0,0.0,1,0,0,1,0,572
100020.0,48.0,21.37,0.0,0.0,0.0,0.0,0,0,1,0,1,573
45287.6,29.026667,0.0,0.0,0.0,0.0,0.138495934828754,1,1,1,0,0,574
59613.1,34.32,12.37,0.0,0.0,0.0,0.0,1,1,1,1,0,575
16326.7,50.613333000000004,0.0,0.0,0.0,0.2825969920341724,0.22940748876359082,1,0,0,1,0,577
9559.78,51.38,18.31,0.0,0.0,0.0,0.0880515316912522,1,0,1,0,0,580
42031.8,50.753333000000005,20.45,0.0,0.0,0.0,0.2432266894145507,1,1,1,0,0,583
83284.1,28.42,26.91,0.0,0.0,0.0,0.22347666678121578,1,1,1,0,0,585
39229.1,26.26,28.82,0.0,0.0,0.0,0.19564249348296106,0,1,0,0,1,586
